Q,J_numerical,J_exact,Absolute_difference,Percent_difference
1.265000000000000e+01,2.033212209430701e-07,2.033101984253397e-07,1.102251773034656e-11,5.421527210989511e-03
1.270000000000000e+01,1.985943758339032e-07,1.985836911440096e-07,1.068468989359626e-11,5.380446819194177e-03
1.275000000000000e+01,1.939951309346891e-07,1.939847724074762e-07,1.035852721285403e-11,5.339866157687547e-03
1.280000000000000e+01,1.895195681267961e-07,1.895095245424005e-07,1.004358439559385e-11,5.299778161464768e-03
1.285000000000000e+01,1.851639040078610e-07,1.851541645731030e-07,9.739434757994741e-12,5.260175908249364e-03
1.290000000000000e+01,1.809244847691585e-07,1.809150390997776e-07,9.445669380951832e-12,5.221052615610576e-03
1.295000000000000e+01,1.767977812862471e-07,1.767886193899404e-07,9.161896306718577e-12,5.182401637805824e-03
1.300000000000000e+01,1.727803844132485e-07,1.727714966734735e-07,8.887739775041843e-12,5.144216462880491e-03
1.305000000000000e+01,1.688690004715867e-07,1.688603776320907e-07,8.622839496010591e-12,5.106490709619190e-03
1.310000000000000e+01,1.650604469244640e-07,1.650520800745051e-07,8.366849958850527e-12,5.069218125014663e-03
1.315000000000000e+01,1.613516482287668e-07,1.613435287889934e-07,8.119439773461862e-12,5.032392581471639e-03
1.320000000000000e+01,1.577396318564978e-07,1.577317515654540e-07,7.880291043720808e-12,4.996008074157929e-03
1.325000000000000e+01,1.542215244782117e-07,1.542138753794413e-07,7.649098770480177e-12,4.960058718231203e-03
1.330000000000000e+01,1.507945483012904e-07,1.507871227310064e-07,7.425570284004355e-12,4.924538746754289e-03
1.335000000000000e+01,1.474560175562339e-07,1.474488081315317e-07,7.209424702132925e-12,4.889442507871449e-03
1.340000000000000e+01,1.442033351244702e-07,1.441963347320554e-07,7.000392414702291e-12,4.854764462432674e-03
1.345000000000000e+01,1.410339893014943e-07,1.410271910869014e-07,6.798214592981258e-12,4.820499182169897e-03
1.350000000000000e+01,1.379455506894363e-07,1.379389480467156e-07,6.602642720732415e-12,4.786641346935825e-03
1.355000000000000e+01,1.349356692134371e-07,1.349292557752894e-07,6.413438147719892e-12,4.753185742312851e-03
1.360000000000000e+01,1.320020712564783e-07,1.319958408848132e-07,6.230371665107627e-12,4.720127258058524e-03
1.365000000000000e+01,1.291425569075533e-07,1.291365036844539e-07,6.053223099386475e-12,4.687460885713286e-03
1.370000000000000e+01,1.263549973183114e-07,1.263491155373860e-07,5.881780925333092e-12,4.655181716402839e-03
1.375000000000000e+01,1.236373321635324e-07,1.236316163216349e-07,5.715841897497663e-12,4.623284939208078e-03
1.380000000000000e+01,1.209875672009989e-07,1.209820119903011e-07,5.555210697811729e-12,4.591765838922466e-03
1.385000000000000e+01,1.184037719265421e-07,1.183983722269424e-07,5.399699599726381e-12,4.560619794144131e-03
1.390000000000000e+01,1.158840773202283e-07,1.158788281920803e-07,5.249128148047050e-12,4.529842275714177e-03
1.395000000000000e+01,1.134266736798378e-07,1.134215703569850e-07,5.103322852823734e-12,4.499428844761582e-03
1.400000000000000e+01,1.110298085379645e-07,1.110248464210674e-07,4.962116897098165e-12,4.469375150746964e-03
1.405000000000000e+01,1.086917846592291e-07,1.086869593093706e-07,4.825349858441727e-12,4.439676930059908e-03
1.410000000000000e+01,1.064109581142597e-07,1.064062652468172e-07,4.692867442550358e-12,4.410330004220056e-03
1.415000000000000e+01,1.041857364272421e-07,1.041811719060130e-07,4.564521229108196e-12,4.381330278398171e-03
1.420000000000000e+01,1.020145767939864e-07,1.020101366255579e-07,4.440168428490601e-12,4.352673739462623e-03
1.425000000000000e+01,9.989598436759690e-08,9.989166469594722e-08,4.319671649677129e-12,4.324356454390318e-03
1.430000000000000e+01,9.782851060895495e-08,9.782430771027574e-08,4.202898679215632e-12,4.296374569461071e-03
1.435000000000000e+01,9.581075169935534e-08,9.580666197708655e-08,4.089722268789047e-12,4.268724308302443e-03
1.440000000000000e+01,9.384134701275016e-08,9.383736699281776e-08,3.980019932403945e-12,4.241401970185899e-03
1.445000000000000e+01,9.191897764516959e-08,9.191510397141659e-08,3.873673753002315e-12,4.214403928876516e-03
1.450000000000000e+01,9.004236499899480e-08,9.003859442879734e-08,3.770570197464281e-12,4.187726631434761e-03
1.455000000000000e+01,8.821026941985846e-08,8.820659881991883e-08,3.670599939631153e-12,4.161366596987818e-03
1.460000000000000e+01,8.642148888404842e-08,8.641791522635810e-08,3.573657690316502e-12,4.135320414703212e-03
1.465000000000000e+01,8.467485773438203e-08,8.467137809234639e-08,3.479642035641982e-12,4.109584742847730e-03
1.470000000000000e+01,8.296924546260521e-08,8.296585700732256e-08,3.388455282652340e-12,4.084156308242890e-03
1.475000000000000e+01,8.130355553645610e-08,8.130025553314611e-08,3.300003309986154e-12,4.059031903830538e-03
1.480000000000000e+01,7.967672426961331e-08,7.967351007418656e-08,3.214195426752203e-12,4.034208388408346e-03
1.485000000000000e+01,7.808771973282542e-08,7.808458878858875e-08,3.130944236673326e-12,4.009682685465945e-03
1.490000000000000e+01,7.653554070458944e-08,7.653249053908184e-08,3.050165507603638e-12,3.985451781483644e-03
1.495000000000000e+01,7.501921565981892e-08,7.501624388177180e-08,2.971778047120572e-12,3.961512724902885e-03
1.500000000000000e+01,7.353780179500738e-08,7.353490609142363e-08,2.895703583741738e-12,3.937862625596613e-03
1.505000000000000e+01,7.209038408845408e-08,7.208756222180171e-08,2.821866652376955e-12,3.914498653310720e-03
1.510000000000000e+01,7.067607439418374e-08,7.067332419969874e-08,2.750194485008058e-12,3.891418036651206e-03
1.515000000000000e+01,6.929401056824641e-08,6.929132995134018e-08,2.680616906225918e-12,3.868618062473878e-03
1.520000000000000e+01,6.794335562613977e-08,6.794074255990714e-08,2.613066232632040e-12,3.846096074572564e-03
1.525000000000000e+01,6.662329693015024e-08,6.662074945297361e-08,2.547477176634149e-12,3.823849472651711e-03
1.530000000000000e+01,6.533304540545715e-08,6.533056161870264e-08,2.483786754503414e-12,3.801875711707280e-03
1.535000000000000e+01,6.407183478389437e-08,6.406941284969656e-08,2.421934197806564e-12,3.780172300764318e-03
1.540000000000000e+01,6.283892087430865e-08,6.283655901343972e-08,2.361860868927584e-12,3.758736802284830e-03
1.545000000000000e+01,6.163358085849799e-08,6.163127734831835e-08,2.303510179646676e-12,3.737566830925871e-03
1.550000000000000e+01,6.045511261175606e-08,6.045286578424248e-08,2.246827513583804e-12,3.716660053144176e-03
1.555000000000000e+01,5.930283404708690e-08,5.930064228693550e-08,2.191760151401713e-12,3.696014186147490e-03
1.560000000000000e+01,5.817608248219484e-08,5.817394422499570e-08,2.138257199139003e-12,3.675626996974797e-03
1.565000000000000e+01,5.707421402838930e-08,5.707212775886977e-08,2.086269519521047e-12,3.655496301689597e-03
1.570000000000000e+01,5.599660300058015e-08,5.599456725091389e-08,2.035749666262003e-12,3.635619964950756e-03
1.575000000000000e+01,5.494264134757250e-08,5.494065469575193e-08,1.986651820563811e-12,3.615995898784622e-03
1.580000000000000e+01,5.391173810190144e-08,5.390979917017083e-08,1.938931730612890e-12,3.596622062145862e-03
1.585000000000000e+01,5.290331884847920e-08,5.290142630182586e-08,1.892546653340014e-12,3.577496460194106e-03
1.590000000000000e+01,5.191682521135444e-08,5.191497775605608e-08,1.847455298357310e-12,3.558617143280577e-03
1.595000000000000e+01,5.095171435791324e-08,5.094991074013876e-08,1.803617774482690e-12,3.539982206606273e-03
1.600000000000000e+01,5.000745851987795e-08,5.000569752433977e-08,1.760995538176723e-12,3.521589789482641e-03
1.605000000000000e+01,4.908354453048386e-08,4.908182497913990e-08,1.719551343964731e-12,3.503438074471665e-03
1.610000000000000e+01,4.817947337724158e-08,4.817779412804464e-08,1.679249196936776e-12,3.485525286761257e-03
1.615000000000000e+01,4.729475976971332e-08,4.729311971540605e-08,1.640054307265957e-12,3.467849693856627e-03
1.620000000000000e+01,4.642893172175564e-08,4.642732978870942e-08,1.601933046215638e-12,3.450409604657491e-03
1.625000000000000e+01,4.558153014770221e-08,4.557996529479822e-08,1.564852903986325e-12,3.433203368772446e-03
1.630000000000000e+01,4.475210847198166e-08,4.475057968953220e-08,1.528782449461745e-12,3.416229376396991e-03
1.635000000000000e+01,4.394023225168324e-08,4.393873856039216e-08,1.493691291079899e-12,3.399486057222320e-03
1.640000000000000e+01,4.314547881160474e-08,4.314401926156514e-08,1.459550039603313e-12,3.382971880191871e-03
1.645000000000000e+01,4.236743689133340e-08,4.236601056106135e-08,1.426330272053968e-12,3.366685352632447e-03
1.650000000000000e+01,4.160570630392813e-08,4.160431229943085e-08,1.394004497282727e-12,3.350625019949669e-03
1.655000000000000e+01,4.085989760578976e-08,4.085853505966698e-08,1.362546122782857e-12,3.334789465146238e-03
1.660000000000000e+01,4.012963177731905e-08,4.012829984789627e-08,1.331929422780702e-12,3.319177308356682e-03
1.665000000000000e+01,3.941453991397995e-08,3.941323778447264e-08,1.302129507312370e-12,3.303787205793483e-03
1.670000000000000e+01,3.871426292740013e-08,3.871298980510712e-08,1.273122293007708e-12,3.288617850021376e-03
1.675000000000000e+01,3.802845125615298e-08,3.802720637167849e-08,1.244884474496328e-12,3.273667969003056e-03
1.680000000000000e+01,3.735676458588145e-08,3.735554719238432e-08,1.217393497130492e-12,3.258936325737138e-03
1.685000000000000e+01,3.669887157843469e-08,3.669768095090388e-08,1.190627530806508e-12,3.244421718090016e-03
1.690000000000000e+01,3.605444960970230e-08,3.605328504425799e-08,1.164565444315508e-12,3.230122977381729e-03
1.695000000000000e+01,3.542318451584306e-08,3.542204532906161e-08,1.139186781454473e-12,3.216038969155291e-03
1.700000000000000e+01,3.480477034761486e-08,3.480365587587745e-08,1.114471737408574e-12,3.202168592239813e-03
1.705000000000000e+01,3.419890913252572e-08,3.419781873138962e-08,1.090401136099656e-12,3.188510778024550e-03
1.710000000000000e+01,3.360531064453436e-08,3.360424368812580e-08,1.066956408560431e-12,3.175064490254974e-03
1.715000000000000e+01,3.302369218104045e-08,3.302264806146827e-08,1.044119572182165e-12,3.161828725057554e-03
1.720000000000000e+01,3.245377834691312e-08,3.245275647370272e-08,1.021873210399129e-12,3.148802509972239e-03
1.725000000000000e+01,3.189530084531649e-08,3.189430064486303e-08,1.000200453458301e-12,3.135984903996932e-03
1.730000000000000e+01,3.134799827509968e-08,3.134701919014008e-08,9.790849596059672e-13,3.123374996733117e-03
1.735000000000000e+01,3.081161593452706e-08,3.081065742362995e-08,9.585108971081304e-13,3.110971907963928e-03
1.740000000000000e+01,3.028590563113358e-08,3.028496716820635e-08,9.384629272304369e-13,3.098774788224471e-03
1.745000000000000e+01,2.977062549749642e-08,2.976970657130911e-08,9.189261873140631e-13,3.086782817670392e-03
1.750000000000000e+01,2.926553981272349e-08,2.926463992644885e-08,8.998862746390758e-13,3.074995205479275e-03
1.755000000000000e+01,2.877041882946604e-08,2.876953750023483e-08,8.813292312142349e-13,3.063411190419871e-03
1.760000000000000e+01,2.828503860626876e-08,2.828417536474005e-08,8.632415287057630e-13,3.052030040026931e-03
1.765000000000000e+01,2.780918084507885e-08,2.780833523502481e-08,8.456100540377849e-13,3.040851050201425e-03
1.770000000000000e+01,2.734263273374129e-08,2.734180431164583e-08,8.284220954626064e-13,3.029873544628335e-03
1.775000000000000e+01,2.688518679331391e-08,2.688437512798458e-08,8.116653293390591e-13,3.019096874950899e-03
1.780000000000000e+01,2.643664073004230e-08,2.643584540223499e-08,7.953278073145101e-13,3.008520420713574e-03
1.785000000000000e+01,2.599679729183881e-08,2.599601789389510e-08,7.793979437120114e-13,2.998143588349526e-03
1.790000000000000e+01,2.556546412911788e-08,2.556470026461424e-08,7.638645036387519e-13,2.987965811185614e-03
1.795000000000000e+01,2.514245365984323e-08,2.514170494325174e-08,7.487165914882466e-13,2.977986549353762e-03
1.800000000000000e+01,2.472758293864823e-08,2.472684899500847e-08,7.339436397568549e-13,2.968205289339591e-03
1.805000000000000e+01,2.432067352989632e-08,2.431995399449798e-08,7.195353983400635e-13,2.958621543868247e-03
1.810000000000000e+01,2.392155138455172e-08,2.392084590262760e-08,7.054819241265541e-13,2.949234851469279e-03
1.815000000000000e+01,2.353004672073675e-08,2.352935494716576e-08,6.917735709893179e-13,2.940044776164362e-03
1.820000000000000e+01,2.314599390785521e-08,2.314531550687507e-08,6.784009801440389e-13,2.931050907223655e-03
1.825000000000000e+01,2.276923135416643e-08,2.276856599909555e-08,6.653550708813618e-13,2.922252859085601e-03
1.830000000000000e+01,2.239960139769813e-08,2.239894877066656e-08,6.526270315638584e-13,2.913650271027595e-03
1.835000000000000e+01,2.203695020038996e-08,2.203630999207899e-08,6.402083109704098e-13,2.905242806987804e-03
1.840000000000000e+01,2.168112764536409e-08,2.168049955475416e-08,6.280906099284469e-13,2.897030155334762e-03
1.845000000000000e+01,2.133198723722214e-08,2.133137097134893e-08,6.162658732075810e-13,2.889012028506343e-03
1.850000000000000e+01,2.098938600527153e-08,2.098878127898977e-08,6.047262817573405e-13,2.881188162948197e-03
1.855000000000000e+01,2.065318440958778e-08,2.065259094534264e-08,5.934642451401227e-13,2.873558318715235e-03
1.860000000000000e+01,2.032324624982204e-08,2.032266377742786e-08,5.824723941825214e-13,2.866122278859263e-03
1.865000000000000e+01,1.999943857666736e-08,1.999886683309305e-08,5.717435743115597e-13,2.858879850959701e-03
1.870000000000000e+01,1.968163160589839e-08,1.968107033505978e-08,5.612708386162994e-13,2.851830866212870e-03
1.875000000000000e+01,1.936969863490310e-08,1.936914758746228e-08,5.510474408201138e-13,2.844975176795126e-03
1.880000000000000e+01,1.906351596162971e-08,1.906297489480028e-08,5.410668294374847e-13,2.838312658036754e-03
1.885000000000000e+01,1.876296280587099e-08,1.876243148322928e-08,5.313226417124222e-13,2.831843208527331e-03
1.890000000000000e+01,1.846792123281292e-08,1.846739942411540e-08,5.218086975204896e-13,2.825566748933220e-03
1.895000000000000e+01,1.817827607877762e-08,1.817776355978388e-08,5.125189937406663e-13,2.819483222207560e-03
1.900000000000000e+01,1.789391487909120e-08,1.789341143139252e-08,5.034476986801507e-13,2.813592593064133e-03
1.905000000000000e+01,1.761472779801113e-08,1.761423320886437e-08,4.945891467605516e-13,2.807894847853209e-03
1.910000000000000e+01,1.734060756064879e-08,1.734012162281527e-08,4.859378335184091e-13,2.802389995229540e-03
1.915000000000000e+01,1.707144938682510e-08,1.707097189841465e-08,4.774884104568220e-13,2.797078065023149e-03
1.920000000000000e+01,1.680715092680024e-08,1.680668169112000e-08,4.692356802478003e-13,2.791959108119042e-03
1.925000000000000e+01,1.654761219881926e-08,1.654715102422705e-08,4.611745922158592e-13,2.787033197078116e-03
1.930000000000000e+01,1.629273552841771e-08,1.629228222817996e-08,4.533002377422038e-13,2.782300425401130e-03
1.935000000000000e+01,1.604242548943365e-08,1.604197988158769e-08,4.456078459534633e-13,2.777760907585435e-03
1.940000000000000e+01,1.579658884667356e-08,1.579615075389413e-08,4.380927794269695e-13,2.773414778400801e-03
1.945000000000000e+01,1.555513450018196e-08,1.555470374965169e-08,4.307505302666120e-13,2.769262193606596e-03
1.950000000000000e+01,1.531797343106581e-08,1.531754985434971e-08,4.235767160992840e-13,2.765303329363745e-03
1.955000000000000e+01,1.508501864882639e-08,1.508460208175008e-08,4.165670763128649e-13,2.761538382353775e-03
1.960000000000000e+01,1.485618514015335e-08,1.485577542268505e-08,4.097174682942028e-13,2.757967569088022e-03
1.965000000000000e+01,1.463138981913649e-08,1.463098679527256e-08,4.030238639301406e-13,2.754591126145793e-03
1.970000000000000e+01,1.441055147885275e-08,1.441015499650654e-08,3.964823462111122e-13,2.751409310359477e-03
1.975000000000000e+01,1.419359074428698e-08,1.419320065518112e-08,3.900891058545916e-13,2.748422398384064e-03
1.980000000000000e+01,1.398043002654646e-08,1.398004618610838e-08,3.838404380840513e-13,2.745630686581450e-03
1.985000000000000e+01,1.377099347833085e-08,1.377061574559131e-08,3.777327395402699e-13,2.743034491113454e-03
1.990000000000000e+01,1.356520695061953e-08,1.356483518811433e-08,3.717625052025660e-13,2.740634147389485e-03
1.995000000000000e+01,1.336299795054072e-08,1.336263202421523e-08,3.659263254903575e-13,2.738430010100109e-03
2.000000000000000e+01,1.316429560038692e-08,1.316393537950348e-08,3.602208834391664e-13,2.736422453121714e-03
2.005000000000000e+01,1.296903059774290e-08,1.296867595479094e-08,3.546429519576884e-13,2.734611869353362e-03
2.010000000000000e+01,1.277713517669353e-08,1.277678598730223e-08,3.491893912999289e-13,2.732998671551349e-03
2.015000000000000e+01,1.258854307007913e-08,1.258819921293275e-08,3.438571463752114e-13,2.731583291293504e-03
2.020000000000000e+01,1.240318947276798e-08,1.240285082952380e-08,3.386432441806092e-13,2.730366178189465e-03
2.025000000000000e+01,1.222101100591634e-08,1.222067746112477e-08,3.335447915725205e-13,2.729347801163731e-03
2.030000000000000e+01,1.204194568218658e-08,1.204161712321369e-08,3.285589728860428e-13,2.728528647972460e-03
2.035000000000000e+01,1.186593287189587e-08,1.186560918884822e-08,3.236830476420282e-13,2.727909224806077e-03
2.040000000000000e+01,1.169291327006815e-08,1.169259435571974e-08,3.189143484096487e-13,2.727490056589909e-03
